country,customer_ID,invoice_number,invoice_date,due_date,invoice_amount_usd,disputed,dispute_lost,settled_date,days_to_settle,days_late
China,0379-NEVHP,3699989123,2021-09-07,2021-10-07,6288,0,0,2021-09-13,6,0
France,9771-QTLGZ,3705856926,2021-04-29,2021-05-29,4921,0,0,2021-05-03,4,0
Russia,9181-HEKGV,3706686871,2020-04-16,2020-05-16,8884,1,0,2020-06-18,63,33
China,0709-LZRJV,3707879583,2020-10-30,2020-11-29,7082,0,0,2020-11-29,30,0
France,4640-FGEJI,3714896459,2020-01-11,2020-02-10,8442,0,0,2020-02-08,28,0
Spain,6391-GBFQJ,3715216234,2021-07-04,2021-08-03,1076,0,0,2021-07-18,14,0
Spain,7654-DOLHO,3717676857,2020-09-13,2020-10-13,822,0,0,2020-10-05,22,0
France,0783-PEPYR,3720515641,2020-11-02,2020-12-02,6227,0,0,2020-12-04,32,2
China,3569-VJWXS,3723989407,2020-12-26,2021-01-25,3486,0,0,2021-01-21,26,0
France,5164-VMYWJ,3724015185,2020-08-29,2020-09-28,7179,0,0,2020-10-03,35,5
Russia,5613-UHVMG,3724269616,2020-06-22,2020-07-22,4971,1,1,2020-08-03,42,12
China,8820-BLYDZ,3732687518,2021-08-22,2021-09-21,7091,0,0,2021-08-28,6,0
China,2820-XGXSB,3737203878,2020-07-08,2020-08-07,8162,0,0,2020-07-13,5,0
China,3598-DNURW,3746199110,2020-03-30,2020-04-29,5857,0,0,2020-04-24,25,0
United States,2447-JCFGW,3752294245,2020-06-19,2020-07-19,5573,0,0,2020-07-21,32,2
France,9771-QTLGZ,6163803491,2020-08-28,2020-09-27,6137,1,0,2020-09-16,19,0
United States,7050-KQLDO,3761293373,2020-11-28,2020-12-28,3655,0,0,2020-12-18,20,0
United States,9928-IJYBQ,3761658749,2021-05-31,2021-06-30,6638,0,0,2021-07-08,38,8
Russia,8887-NCUZC,3769234535,2020-06-17,2020-07-17,1073,0,0,2020-07-05,18,0
China,6160-HCSFI,3773503534,2020-12-02,2021-01-01,5805,0,0,2020-12-27,25,0
France,1447-YZKCL,3775864259,2020-08-01,2020-08-31,6266,0,0,2020-09-13,43,13
China,7329-TWKLF,3776405169,2021-05-05,2021-06-04,6646,0,0,2021-05-25,20,0
Spain,9286-VLKMI,3787074696,2020-03-28,2020-04-27,2970,0,0,2020-04-04,7,0
Spain,6296-UKEUZ,3789813449,2020-06-09,2020-07-09,4825,0,0,2020-06-11,2,0
United States,2026-XLBER,3795765177,2021-06-21,2021-07-21,3713,0,0,2021-07-05,14,0
Spain,0688-XNJRO,3800378393,2021-06-15,2021-07-15,952,0,0,2021-07-23,38,8
France,6048-QPZCF,9242625204,2020-08-28,2020-09-27,9529,1,0,2020-09-15,18,0
United States,0465-DTULQ,3812264523,2020-12-28,2021-01-27,5871,0,0,2021-01-25,28,0
France,7600-OISKG,2015068982,2020-08-30,2020-09-29,7443,1,0,2020-10-06,37,7
China,0379-NEVHP,3819986935,2020-03-01,2020-03-31,4865,1,0,2020-04-17,47,17
United States,7228-LEPPM,3824960117,2020-09-27,2020-10-27,3548,0,0,2020-11-09,43,13
United States,9149-MATVB,3829618241,2020-12-05,2021-01-04,4228,0,0,2021-01-06,32,2
France,4651-PMEXQ,3831133517,2020-04-30,2020-05-30,8370,0,0,2020-05-22,22,0
France,7938-EVASK,3836894738,2021-06-13,2021-07-13,5843,0,0,2021-07-14,31,1
France,6833-ETVHD,3839625778,2021-10-25,2021-11-24,8506,1,1,2021-11-10,16,0
France,9771-QTLGZ,6475160337,2020-08-31,2020-09-30,5275,1,0,2020-09-19,19,0
Spain,9883-SDWFS,3845592498,2021-08-17,2021-09-16,4518,0,0,2021-09-20,34,4
United States,5592-UQXSS,3861006083,2021-11-15,2021-12-15,2194,1,0,2021-12-31,46,16
France,1447-YZKCL,3861752292,2020-05-05,2020-06-04,5578,0,0,2020-06-12,38,8
China,3598-DNURW,3863229608,2021-06-20,2021-07-20,6903,0,0,2021-07-08,18,0
France,3448-OWJOT,5990869923,2020-08-22,2020-09-21,4872,1,1,2020-10-08,47,17
France,2621-XCLEH,3867210105,2020-02-22,2020-03-23,6980,0,0,2020-04-05,43,13
France,8976-AMJEO,3867618352,2020-10-25,2020-11-24,5196,0,0,2020-11-23,29,0
China,2676-DZINU,3869938435,2020-07-26,2020-08-25,8426,0,0,2020-08-16,21,0
Spain,0688-XNJRO,3876210500,2021-09-08,2021-10-08,2290,0,0,2021-10-26,48,18
Russia,5148-SYKLB,3877994257,2020-06-18,2020-07-18,5835,1,0,2020-08-02,45,15
China,2820-XGXSB,3878072664,2020-05-23,2020-06-22,6525,0,0,2020-05-30,7,0
China,3569-VJWXS,3889145574,2020-03-15,2020-04-14,3966,0,0,2020-04-07,23,0
Spain,0688-XNJRO,3894033760,2020-04-15,2020-05-15,3530,0,0,2020-06-03,49,19
Spain,9250-VHLWY,3894320237,2020-12-01,2020-12-31,6343,0,0,2020-12-24,23,0
United States,9928-IJYBQ,3898799509,2020-07-03,2020-08-02,4580,0,0,2020-08-07,35,5
France,4651-PMEXQ,3901727084,2021-04-07,2021-05-07,8906,0,0,2021-04-28,21,0
Russia,5875-VZQCZ,3905872436,2020-05-27,2020-06-26,7007,1,0,2020-07-04,38,8
United States,0706-NRGUP,3910002517,2021-11-28,2021-12-28,2937,0,0,2021-12-26,28,0
Spain,0688-XNJRO,3913519192,2020-09-30,2020-10-30,4640,0,0,2020-11-14,45,15
France,4640-FGEJI,1102427426,2020-09-02,2020-10-02,6857,1,1,2020-10-14,42,12
France,8389-TCXFQ,6584242369,2020-09-11,2020-10-11,4635,1,0,2020-10-09,28,0
France,9758-AIEIK,3931477108,2021-04-29,2021-05-29,6571,0,0,2021-05-15,16,0
United States,5592-UQXSS,3932416127,2021-08-28,2021-09-27,5294,1,0,2021-10-12,45,15
Spain,3271-YDPUJ,3938548126,2021-04-05,2021-05-05,5086,0,0,2021-04-26,21,0
Spain,7372-CESLR,3940788745,2020-02-08,2020-03-09,3074,0,0,2020-03-03,24,0
China,9841-XLGBV,3943254945,2021-07-06,2021-08-05,3633,0,0,2021-08-01,26,0
China,5196-TWQXF,3944350713,2021-10-30,2021-11-29,7506,0,0,2021-11-19,20,0
United States,0625-TNJFG,3945949225,2020-10-31,2020-11-30,3790,0,0,2020-11-15,15,0
France,5164-VMYWJ,9860244611,2020-09-15,2020-10-15,6258,1,0,2020-10-22,37,7
China,1080-NDGAE,3954057080,2021-05-10,2021-06-09,7450,1,0,2021-06-15,36,6
United States,0706-NRGUP,3958060330,2020-05-22,2020-06-21,3502,0,0,2020-06-28,37,7
France,7600-OISKG,8131192839,2020-09-16,2020-10-16,6095,1,1,2020-10-25,39,9
France,9725-EZTEJ,6265099337,2020-09-28,2020-10-28,5554,1,1,2020-10-30,32,2
United States,6831-FIODB,3961690887,2020-01-15,2020-02-14,4628,0,0,2020-02-13,29,0
France,0783-PEPYR,8382421151,2020-09-30,2020-10-30,8736,1,0,2020-11-18,49,19
Russia,7946-HJDUR,3974531546,2021-05-04,2021-06-03,4328,0,0,2021-06-04,31,1
China,2125-HJDLA,3975362830,2020-12-25,2021-01-24,2700,0,0,2021-01-26,32,2
China,5529-TBPGK,3978972752,2020-09-28,2020-10-28,8659,0,0,2020-10-30,32,2
China,9212-BTDMX,3980946112,2020-04-11,2020-05-11,6326,0,0,2020-04-26,15,0
China,6160-HCSFI,3987219947,2021-01-07,2021-02-06,6985,0,0,2021-02-08,32,2
United States,2447-JCFGW,3990073198,2021-03-28,2021-04-27,1136,0,0,2021-04-21,24,0
Russia,7946-HJDUR,4003153624,2020-06-09,2020-07-09,5885,0,0,2020-07-09,30,0
United States,2447-JCFGW,4003648294,2021-04-05,2021-05-05,3924,0,0,2021-04-28,23,0
United States,9149-MATVB,4004477846,2020-10-29,2020-11-28,2583,0,0,2020-11-27,29,0
France,5284-DJOZO,4016860144,2020-03-31,2020-04-30,5856,0,0,2020-04-12,12,0
China,8156-PCYBM,4023295233,2020-03-10,2020-04-09,7180,0,0,2020-04-04,25,0
United States,9323-NDIOV,4025313129,2021-11-29,2021-12-29,8438,0,0,2022-01-09,41,11
China,6160-HCSFI,4026967253,2021-08-30,2021-09-29,6948,0,0,2021-09-17,18,0
Spain,9460-VAZGD,4028893076,2021-06-26,2021-07-26,2837,0,0,2021-07-07,11,0
Spain,8690-EEBEO,4033537104,2021-10-24,2021-11-23,4331,0,0,2021-12-01,38,8
China,0187-ERLSR,4037644863,2020-03-29,2020-04-28,6268,1,0,2020-04-25,27,0
France,8976-AMJEO,4039055586,2021-05-21,2021-06-20,9763,0,0,2021-06-14,24,0
Spain,7654-DOLHO,4041763430,2020-04-06,2020-05-06,3793,0,0,2020-05-09,33,3
France,8976-AMJEO,4041880316,2020-04-14,2020-05-14,7790,0,0,2020-05-10,26,0
Russia,5875-VZQCZ,4046691560,2020-12-30,2021-01-29,8137,1,0,2021-02-11,43,13
Spain,9460-VAZGD,4047974141,2021-09-28,2021-10-28,5100,0,0,2021-10-15,17,0
France,1447-YZKCL,4050934350,2020-06-23,2020-07-23,7141,0,0,2020-07-23,30,0
United States,6831-FIODB,4056509011,2021-04-11,2021-05-11,7441,0,0,2021-05-08,27,0
China,9174-IYKOC,4060402287,2021-03-02,2021-04-01,6084,0,0,2021-03-23,21,0
France,9725-EZTEJ,4305549852,2020-10-06,2020-11-05,6057,1,0,2020-10-30,24,0
China,0187-ERLSR,4063317759,2020-09-22,2020-10-22,6526,1,0,2020-10-11,19,0
United States,2026-XLBER,4067113449,2021-05-19,2021-06-18,4488,1,1,2021-06-21,33,3
Spain,7654-DOLHO,4071851382,2020-11-05,2020-12-05,3236,0,0,2020-12-09,34,4
China,5196-TWQXF,4072901129,2021-10-29,2021-11-28,7849,0,0,2021-11-13,15,0
France,9725-EZTEJ,685917930,2020-10-13,2020-11-12,12438,1,1,2020-11-10,28,0
Spain,9883-SDWFS,4077139866,2021-08-08,2021-09-07,6277,1,0,2021-09-17,40,10
Russia,2824-HJQPP,4080383560,2021-01-04,2021-02-03,5879,0,0,2021-01-25,21,0
United States,0625-TNJFG,4084102990,2021-09-08,2021-10-08,6429,0,0,2021-09-22,14,0
China,5196-TWQXF,4087966475,2020-03-29,2020-04-28,6032,0,0,2020-04-19,21,0
France,5284-DJOZO,4094908034,2021-08-22,2021-09-21,7084,0,0,2021-08-26,4,0
United States,6077-FDQRK,4109648418,2020-05-05,2020-06-04,3686,0,0,2020-06-05,31,1
France,5573-KSOIA,822444456,2020-10-13,2020-11-12,10261,1,0,2020-11-30,48,18
China,9841-XLGBV,4114424286,2020-03-16,2020-04-15,4625,0,0,2020-04-24,39,9
United States,9323-NDIOV,4119311204,2020-06-30,2020-07-30,6013,0,0,2020-08-04,35,5
France,8389-TCXFQ,1732794760,2020-10-22,2020-11-21,6160,1,1,2020-11-20,29,0
China,9174-IYKOC,4125716174,2021-01-26,2021-02-25,5627,0,0,2021-02-18,23,0
United States,4460-ZXNDN,4125771401,2020-05-06,2020-06-05,6440,0,0,2020-06-12,37,7
Spain,3271-YDPUJ,4129245588,2020-08-03,2020-09-02,4573,0,0,2020-09-01,29,0
Spain,9286-VLKMI,4131224572,2021-07-02,2021-08-01,8059,0,0,2021-07-04,2,0
Russia,6627-ELFBK,4138615040,2021-01-11,2021-02-10,6601,0,0,2021-02-01,21,0
Russia,5148-SYKLB,4140763678,2021-05-09,2021-06-08,8943,1,0,2021-06-13,35,5
Spain,9250-VHLWY,4143818565,2021-06-19,2021-07-19,3469,0,0,2021-07-14,25,0
Russia,8102-ABPKQ,4145307595,2020-11-18,2020-12-18,7455,1,0,2021-01-04,47,17
Russia,5148-SYKLB,4145738246,2020-08-30,2020-09-29,6737,1,1,2020-10-06,37,7
Russia,3568-JJMFW,4146703959,2021-03-29,2021-04-28,8121,1,0,2021-04-17,19,0
Russia,5148-SYKLB,4148364406,2021-04-19,2021-05-19,7428,1,0,2021-05-29,40,10
France,4640-FGEJI,4151030828,2021-04-24,2021-05-24,4964,0,0,2021-05-05,11,0
United States,9928-IJYBQ,4152504148,2020-03-05,2020-04-04,6666,0,0,2020-04-06,32,2
France,8976-AMJEO,4153488634,2021-09-14,2021-10-14,6929,0,0,2021-10-08,24,0
China,0187-ERLSR,4160638076,2021-02-16,2021-03-18,5650,1,0,2021-03-02,14,0
France,9725-EZTEJ,8260736009,2020-10-22,2020-11-21,9324,1,0,2020-11-11,20,0
China,5920-DPXLN,4170821223,2020-03-19,2020-04-18,4914,0,0,2020-04-14,26,0
France,4092-ZAVRG,893342729,2020-10-23,2020-11-22,8443,1,0,2020-11-21,29,0
United States,7260-ZHAKS,4176062876,2020-11-26,2020-12-26,6118,0,0,2020-12-22,26,0
China,6632-CGYHU,4177855353,2020-12-17,2021-01-16,7441,0,0,2021-01-01,15,0
France,6833-ETVHD,4178322106,2021-07-12,2021-08-11,5583,0,0,2021-07-24,12,0
United States,0706-NRGUP,4182069928,2020-06-19,2020-07-19,1678,0,0,2020-07-23,34,4
United States,3993-QUNVJ,4186884688,2021-05-10,2021-06-09,6010,0,0,2021-05-25,15,0
Russia,3568-JJMFW,4191207150,2020-05-05,2020-06-04,8238,1,0,2020-06-08,34,4
China,0379-NEVHP,4192014066,2021-07-12,2021-08-11,3090,0,0,2021-07-25,13,0
Spain,6177-VTITE,4193415114,2020-06-18,2020-07-18,4939,0,0,2020-07-02,14,0
United States,2447-JCFGW,4194772390,2020-11-12,2020-12-12,6482,0,0,2020-12-02,20,0
Spain,9883-SDWFS,4205152845,2020-03-02,2020-04-01,2637,0,0,2020-03-30,28,0
Russia,6004-KITZM,4218477720,2021-11-28,2021-12-28,3081,0,0,2021-12-08,10,0
Russia,8364-UWVLM,4220885855,2021-10-31,2021-11-30,8767,1,0,2021-12-05,35,5
China,8820-BLYDZ,4222838361,2020-09-11,2020-10-11,7418,0,0,2020-09-15,4,0
France,9758-AIEIK,4232761255,2021-05-07,2021-06-06,5978,0,0,2021-05-21,14,0
France,9117-LYRCE,4237427511,2021-07-30,2021-08-29,4164,0,0,2021-08-27,28,0
Russia,6627-ELFBK,4240460379,2020-05-21,2020-06-20,5864,0,0,2020-06-26,36,6
France,7245-CKNCN,4240902395,2020-03-02,2020-04-01,6913,0,0,2020-03-23,21,0
Russia,7946-HJDUR,4242402632,2020-05-28,2020-06-27,3532,0,0,2020-06-26,29,0
United States,7758-WKLVM,4242889718,2021-05-05,2021-06-04,8123,0,0,2021-06-20,46,16
United States,7856-ODQFO,4249624347,2021-01-20,2021-02-19,5686,1,0,2021-02-25,36,6
Spain,6391-GBFQJ,4255145592,2020-03-23,2020-04-22,1809,0,0,2020-04-08,16,0
United States,0465-DTULQ,4259682376,2020-12-18,2021-01-17,2253,1,0,2021-01-27,40,10
Russia,6627-ELFBK,4259739726,2021-03-01,2021-03-31,5365,0,0,2021-03-18,17,0
China,9212-BTDMX,4271825679,2020-12-30,2021-01-29,4885,0,0,2021-01-18,19,0
France,5284-DJOZO,4274501664,2020-04-13,2020-05-13,8147,0,0,2020-04-21,8,0
Spain,6296-UKEUZ,4276703607,2020-09-16,2020-10-16,2505,0,0,2020-09-19,3,0
Spain,6296-UKEUZ,4293073482,2020-05-20,2020-06-19,3727,0,0,2020-05-29,9,0
France,5573-KSOIA,4294426239,2020-12-07,2021-01-06,6170,0,0,2021-01-12,36,6
China,2125-HJDLA,4297912131,2020-02-16,2020-03-17,7921,0,0,2020-03-25,38,8
France,8976-AMJEO,4303435021,2020-12-17,2021-01-16,4245,0,0,2020-12-31,14,0
France,9771-QTLGZ,4519358354,2020-10-26,2020-11-25,4925,1,1,2020-11-14,19,0
China,7329-TWKLF,4308058609,2021-05-21,2021-06-20,6142,0,0,2021-06-11,21,0
France,3448-OWJOT,1380765648,2020-09-01,2020-10-01,7010,1,0,2020-10-16,45,15
Spain,8690-EEBEO,4318635686,2021-03-21,2021-04-20,9250,0,0,2021-04-26,36,6
France,6833-ETVHD,4320746005,2020-11-27,2020-12-27,7061,0,0,2020-12-18,21,0
China,5920-DPXLN,4325243093,2020-07-06,2020-08-05,5280,0,0,2020-07-22,16,0
United States,3831-FXWYK,4325495498,2021-01-12,2021-02-11,6926,0,0,2021-02-16,35,5
United States,7856-ODQFO,4326179452,2020-11-19,2020-12-19,2762,1,0,2020-12-22,33,3
France,4651-PMEXQ,4329916813,2020-11-17,2020-12-17,6385,0,0,2020-12-12,25,0
China,1080-NDGAE,4336863090,2020-01-11,2020-02-10,7306,1,0,2020-02-06,26,0
United States,7260-ZHAKS,4346922316,2021-02-16,2021-03-18,7828,0,0,2021-03-14,26,0
France,9725-EZTEJ,9704617693,2020-10-27,2020-11-26,7234,1,1,2020-12-03,37,7
Russia,6627-ELFBK,4360072261,2020-09-25,2020-10-25,3604,0,0,2020-10-22,27,0
United States,7758-WKLVM,4364390277,2020-10-04,2020-11-03,9452,1,1,2020-11-27,54,24
China,7209-MDWKR,4365495636,2021-03-31,2021-04-30,7544,0,0,2021-04-28,28,0
Spain,9286-VLKMI,4369910958,2021-11-04,2021-12-04,3262,0,0,2021-11-05,1,0
Spain,7654-DOLHO,4371325400,2021-02-02,2021-03-04,2460,0,0,2021-02-17,15,0
France,7938-EVASK,4371434034,2020-02-23,2020-03-24,8308,0,0,2020-04-05,42,12
Spain,8942-ERSWK,4373510378,2020-04-15,2020-05-15,3885,0,0,2020-04-23,8,0
Russia,6627-ELFBK,4380014151,2021-03-26,2021-04-25,9265,1,0,2021-04-26,31,1
United States,9323-NDIOV,4381512590,2021-11-02,2021-12-02,6828,0,0,2021-12-06,34,4
United States,2687-XWAMA,4384814254,2021-04-30,2021-05-30,2734,0,0,2021-05-10,10,0
Spain,1408-OQZUE,4386748004,2021-01-18,2021-02-17,7229,0,0,2021-02-19,32,2
China,6160-HCSFI,4392918366,2020-03-10,2020-04-09,8187,0,0,2020-04-04,25,0
Russia,9181-HEKGV,4395512737,2021-08-05,2021-09-04,7213,1,0,2021-09-13,39,9
China,7329-TWKLF,4396260953,2021-04-02,2021-05-02,5667,0,0,2021-04-16,14,0
United States,9323-NDIOV,4398006570,2021-09-30,2021-10-30,4481,0,0,2021-10-29,29,0
France,7600-OISKG,2265242643,2020-10-31,2020-11-30,7007,1,0,2020-12-07,37,7
Spain,8942-ERSWK,4408670788,2021-05-03,2021-06-02,2332,0,0,2021-05-10,7,0
France,7938-EVASK,4419510167,2021-06-15,2021-07-15,4414,0,0,2021-07-19,34,4
United States,4460-ZXNDN,4421046102,2020-06-09,2020-07-09,6444,0,0,2020-07-12,33,3
United States,4460-ZXNDN,4426647863,2020-10-25,2020-11-24,7529,1,0,2020-12-10,46,16
Spain,0688-XNJRO,4433390540,2020-04-21,2020-05-21,4962,0,0,2020-06-08,48,18
China,0709-LZRJV,4444986261,2021-07-21,2021-08-20,8177,1,1,2021-08-29,39,9
China,8156-PCYBM,4450632944,2021-05-13,2021-06-12,7087,0,0,2021-06-08,26,0
China,9212-BTDMX,4454426709,2021-10-12,2021-11-11,6623,0,0,2021-10-21,9,0
France,4632-QZOKX,5025604819,2020-11-03,2020-12-03,6404,1,1,2020-12-26,53,23
United States,6831-FIODB,4458878337,2020-05-22,2020-06-21,4216,1,0,2020-07-14,53,23
Spain,1168-BEASA,4462653546,2020-08-02,2020-09-01,5717,0,0,2020-08-26,24,0
United States,7856-ODQFO,4464051329,2020-09-19,2020-10-19,4141,1,0,2020-10-17,28,0
China,5920-DPXLN,4465814850,2021-04-12,2021-05-12,6333,0,0,2021-04-24,12,0
China,3569-VJWXS,4469521566,2021-04-26,2021-05-26,4379,0,0,2021-05-12,16,0
Russia,5924-UOPGH,4475076763,2020-03-18,2020-04-17,6993,0,0,2020-04-06,19,0
France,6833-ETVHD,4478015837,2021-07-27,2021-08-26,8768,0,0,2021-08-13,17,0
United States,0465-DTULQ,4481983205,2020-08-29,2020-09-28,7067,0,0,2020-09-28,30,0
Spain,6296-UKEUZ,4483283236,2021-07-21,2021-08-20,1586,0,0,2021-07-23,2,0
Spain,9286-VLKMI,4485970270,2020-08-08,2020-09-07,4152,0,0,2020-08-15,7,0
China,9174-IYKOC,4489585769,2021-05-30,2021-06-29,8731,0,0,2021-06-15,16,0
China,5529-TBPGK,4494083848,2020-12-28,2021-01-27,6824,0,0,2021-02-05,39,9
China,2423-QOKIO,4507038116,2021-04-01,2021-05-01,9182,0,0,2021-05-01,30,0
France,9322-YCTQO,4509742801,2021-04-10,2021-05-10,8498,0,0,2021-05-16,36,6
France,7600-OISKG,1212195050,2020-11-05,2020-12-05,8751,1,0,2020-11-29,24,0
United States,7758-WKLVM,4518177634,2021-10-23,2021-11-22,6030,0,0,2021-11-24,32,2
France,9725-EZTEJ,2254968962,2020-11-10,2020-12-10,8743,1,1,2020-12-23,43,13
United States,3993-QUNVJ,4527375934,2021-03-25,2021-04-24,4733,0,0,2021-04-08,14,0
China,7329-TWKLF,4534576559,2021-01-03,2021-02-02,9137,0,0,2021-01-16,13,0
France,4651-PMEXQ,4538309227,2020-09-07,2020-10-07,7207,0,0,2020-09-30,23,0
China,2125-HJDLA,4540004449,2021-07-12,2021-08-11,8520,0,0,2021-08-13,32,2
Spain,9250-VHLWY,4540037935,2020-04-06,2020-05-06,4941,0,0,2020-05-05,29,0
France,5164-VMYWJ,4560936162,2021-03-22,2021-04-21,7200,0,0,2021-04-15,24,0
China,9014-WENVB,4565113116,2020-09-25,2020-10-25,6946,0,0,2020-11-02,38,8
United States,0465-DTULQ,4566394525,2020-01-04,2020-02-03,5591,0,0,2020-02-04,31,1
France,5573-KSOIA,4570744904,2021-02-23,2021-03-25,6752,0,0,2021-03-26,31,1
United States,7758-WKLVM,4583643866,2020-04-29,2020-05-29,8478,0,0,2020-06-07,39,9
France,3448-OWJOT,8867732285,2020-10-26,2020-11-25,9651,1,0,2020-11-26,31,1
China,5920-DPXLN,4587287662,2020-02-17,2020-03-18,6195,0,0,2020-03-10,22,0
Russia,8102-ABPKQ,4588532423,2021-03-12,2021-04-11,5852,1,0,2021-04-28,47,17
United States,9149-MATVB,4589265593,2021-02-04,2021-03-06,5653,0,0,2021-02-28,24,0
China,1080-NDGAE,4589989662,2020-09-17,2020-10-17,9416,1,0,2020-10-18,31,1
France,2621-XCLEH,7619716138,2020-11-18,2020-12-18,8639,1,0,2021-02-01,75,45
China,0709-LZRJV,4595561744,2021-07-01,2021-07-31,5028,0,0,2021-07-18,17,0
United States,7050-KQLDO,4601584321,2021-01-06,2021-02-05,5260,0,0,2021-01-19,13,0
China,8156-PCYBM,4617374678,2021-02-28,2021-03-30,5080,0,0,2021-03-28,28,0
United States,7050-KQLDO,4633078854,2020-02-14,2020-03-15,7836,0,0,2020-03-16,31,1
Russia,7946-HJDUR,4637486931,2021-04-28,2021-05-28,6286,1,0,2021-06-23,56,26
United States,6077-FDQRK,4639183363,2020-11-18,2020-12-18,5339,0,0,2020-12-03,15,0
China,6708-DPYTF,4644516545,2020-04-15,2020-05-15,5873,0,0,2020-05-28,43,13
United States,0706-NRGUP,4649451107,2021-09-15,2021-10-15,2381,0,0,2021-10-06,21,0
France,5164-VMYWJ,4657747158,2021-03-24,2021-04-23,8264,0,0,2021-04-19,26,0
United States,3831-FXWYK,4667456223,2020-03-24,2020-04-23,8990,0,0,2020-05-04,41,11
Russia,9181-HEKGV,4668608174,2021-07-11,2021-08-10,6842,1,0,2021-08-26,46,16
China,9841-XLGBV,4670071329,2021-01-28,2021-02-27,5183,0,0,2021-02-18,21,0
Russia,5924-UOPGH,4671698071,2021-11-23,2021-12-23,10996,1,0,2021-12-22,29,0
China,7329-TWKLF,4672194108,2020-10-02,2020-11-01,4235,0,0,2020-11-04,33,3
China,2676-DZINU,4677673825,2020-10-02,2020-11-01,4707,0,0,2020-10-21,19,0
United States,0625-TNJFG,4681944108,2020-08-31,2020-09-30,5580,0,0,2020-09-23,23,0
United States,7228-LEPPM,4682447856,2021-03-02,2021-04-01,7937,1,0,2021-04-12,41,11
Russia,5924-UOPGH,4682843239,2020-03-11,2020-04-10,5647,1,0,2020-04-07,27,0
Spain,7372-CESLR,4685005154,2020-06-07,2020-07-07,2614,0,0,2020-07-07,30,0
France,9725-EZTEJ,1702975198,2020-11-30,2020-12-30,8644,1,0,2021-01-02,33,3
France,9758-AIEIK,4695983239,2021-11-14,2021-12-14,4382,0,0,2021-12-01,17,0
United States,0706-NRGUP,4696816536,2020-04-18,2020-05-18,3925,0,0,2020-05-20,32,2
China,1080-NDGAE,4701158835,2021-11-18,2021-12-18,8359,1,0,2021-12-23,35,5
United States,2687-XWAMA,4706783878,2020-10-17,2020-11-16,8413,0,0,2020-10-29,12,0
Spain,1168-BEASA,4719815783,2021-04-04,2021-05-04,4048,0,0,2021-04-27,23,0
China,9841-XLGBV,4719854881,2020-08-30,2020-09-29,3224,0,0,2020-09-23,24,0
China,2125-HJDLA,4722300351,2020-02-11,2020-03-12,6808,0,0,2020-03-28,46,16
Russia,5924-UOPGH,4722543209,2021-11-18,2021-12-18,7883,0,0,2021-11-28,10,0
United States,7050-KQLDO,4728250241,2020-10-17,2020-11-16,7267,0,0,2020-10-25,8,0
China,9212-BTDMX,4729784336,2020-06-22,2020-07-22,4908,0,0,2020-07-11,19,0
United States,2026-XLBER,4730761138,2020-01-14,2020-02-13,4541,0,0,2020-01-30,16,0
China,2676-DZINU,4732348996,2020-01-20,2020-02-19,7809,0,0,2020-02-10,21,0
Spain,8942-ERSWK,4735063899,2021-10-29,2021-11-28,1262,0,0,2021-11-06,8,0
Spain,3271-YDPUJ,4738467082,2021-03-28,2021-04-27,4138,0,0,2021-04-21,24,0
China,8156-PCYBM,4739557586,2021-08-22,2021-09-21,5287,0,0,2021-09-18,27,0
United States,9149-MATVB,4741356244,2021-01-09,2021-02-08,3693,0,0,2021-02-03,25,0
United States,7856-ODQFO,4742980589,2021-06-23,2021-07-23,4069,0,0,2021-07-09,16,0
United States,2687-XWAMA,4747988353,2021-05-05,2021-06-04,7315,0,0,2021-05-12,7,0
Spain,6177-VTITE,4751641138,2020-09-29,2020-10-29,3450,0,0,2020-10-16,17,0
United States,0625-TNJFG,4755000748,2020-09-30,2020-10-30,7449,0,0,2020-10-24,24,0
Spain,9286-VLKMI,4756268669,2020-02-09,2020-03-10,5333,0,0,2020-02-20,11,0
China,7329-TWKLF,4767910867,2021-11-14,2021-12-14,8935,0,0,2021-11-25,11,0
France,7600-OISKG,8301490239,2020-11-30,2020-12-30,4023,1,1,2020-12-26,26,0
United States,2447-JCFGW,4773950831,2020-03-22,2020-04-21,2566,0,0,2020-04-19,28,0
United States,0625-TNJFG,4778063703,2020-09-10,2020-10-10,7060,0,0,2020-10-12,32,2
Russia,3271-HYHDN,4783562096,2021-08-20,2021-09-19,3287,0,0,2021-08-22,2,0
United States,0625-TNJFG,4788766053,2020-09-30,2020-10-30,3969,0,0,2020-10-31,31,1
Russia,2824-HJQPP,4789397752,2020-05-29,2020-06-28,7754,0,0,2020-06-28,30,0
Spain,1168-BEASA,4791525699,2020-12-12,2021-01-11,4708,0,0,2020-12-23,11,0
Spain,6296-UKEUZ,4795466537,2021-03-22,2021-04-21,2293,0,0,2021-03-25,3,0
United States,9928-IJYBQ,4795998561,2021-01-29,2021-02-28,5442,0,0,2021-03-01,31,1
Russia,8887-NCUZC,4800494014,2020-11-29,2020-12-29,1094,0,0,2020-12-21,22,0
China,6708-DPYTF,4804144659,2021-04-24,2021-05-24,8907,0,0,2021-05-28,34,4
France,8976-AMJEO,4806513035,2021-01-18,2021-02-17,8487,0,0,2021-02-05,18,0
France,0783-PEPYR,4813721122,2020-02-22,2020-03-23,10711,0,0,2020-03-31,38,8
China,0187-ERLSR,4814212537,2021-03-22,2021-04-21,8692,0,0,2021-03-27,5,0
